uni_id,pattern_label
31139045602696731,no_pattern
31200564258024034,doji
31292799229904870,no_pattern
31631407919165254,shooting_star
31749568897771347,no_pattern
31841110337507398,no_pattern
31929770799928043,no_pattern
31990240244465454,no_pattern
32019544728460601,no_pattern
32037721725855655,no_pattern
32081203032145359,no_pattern
32350342753459456,no_pattern
32631441963237514,no_pattern
32739682795313936,no_pattern
32773835878818775,no_pattern
32782088970994278,no_pattern
32963295496563658,no_pattern
33095998597945417,no_pattern
33170217182263996,no_pattern
33188200392043388,no_pattern
33236061518447940,no_pattern
33744076716371560,no_pattern
33892760842190115,no_pattern
34051854926334721,no_pattern
34158838119954167,no_pattern
34575260138015146,no_pattern
34595673198789739,inverted_hammer
34599969609111072,no_pattern
34604477465414098,no_pattern
34762237763375711,morning_star
35164588685748810,shooting_star
35645301333550898,no_pattern
35801558759458192,no_pattern
35861413942798042,shooting_star
35915085211986570,no_pattern
36035594618364301,no_pattern
36081532380002210,shooting_star
36194065927984905,no_pattern
36564230411696250,no_pattern
36693211589750271,no_pattern
36842214554675020,shooting_star
37293691278876607,no_pattern
37296807272475547,no_pattern
37360620981943042,no_pattern
37541355689644250,no_pattern
37812035372792332,no_pattern
37943840249928462,no_pattern
38198788919678843,morning_star
38301424520342597,no_pattern
38306299423342310,no_pattern
38534401761493911,no_pattern
38575458264755431,shooting_star
38737826290178824,no_pattern
38765763399353704,inverted_hammer
38766380957332042,no_pattern
38943791795675789,no_pattern
39101384756725083,no_pattern
39187697075657259,no_pattern
39644371693568179,doji
39837132932493437,evening_star
39951474750916095,doji
39956449370624619,hammer
40226070204666967,morning_star
40372457725251853,no_pattern
40603899690727278,inverted_hammer
40663057283179377,no_pattern
40703543310588445,no_pattern
40722543392473643,no_pattern
40743819555883771,no_pattern
40768697105166773,doji
40810528338511934,no_pattern
40916574766964245,no_pattern
41049643663254265,no_pattern
41096572498505805,inverted_hammer
41125544004800068,evening_star
41232450971217271,morning_star
41259652835627234,no_pattern
41389546474771115,no_pattern
41633046133853249,no_pattern
41650490470998694,inverted_hammer
41696265302477520,no_pattern
41789868388050601,no_pattern
41867869150040049,no_pattern
42019874319028345,no_pattern
42195786472402500,no_pattern
42229064164042200,hammer
42306526588736095,no_pattern
42546978949525711,no_pattern
42573981878566676,no_pattern
42621801304112774,no_pattern
43212226077056302,no_pattern
43390360676092697,no_pattern
43562613426007837,no_pattern
43781140317262971,no_pattern
43797650782254681,no_pattern
43841953016345654,morning_star
43849134264347647,no_pattern
43978902386973628,no_pattern
44097295862016311,shooting_star
44285356526315058,gravestone_doji
44317866974948286,no_pattern
44352458681162392,inverted_hammer
44374626888428723,no_pattern
44606531040767958,inverted_hammer
44827678665236396,doji
44847915456028313,no_pattern
44908591137281581,inverted_hammer
45051249558700457,no_pattern
45091762324974954,no_pattern
45103821537434019,no_pattern
45292048976645102,no_pattern
45459627751829799,no_pattern
45619080254593024,doji
45631133690026057,no_pattern
45657912265657546,inverted_hammer
45818671504141152,no_pattern
46151579444108337,no_pattern
46402511135102610,no_pattern
47085387330363463,no_pattern
47392109540799985,no_pattern
47480208593139501,no_pattern
47539763120916405,no_pattern
47560763853309777,gravestone_doji
47683188997448415,no_pattern
47731287708925059,no_pattern
47736521438427728,no_pattern
47848150425996445,no_pattern
48039061380691844,no_pattern
48093327877947424,no_pattern
48189706495067725,no_pattern
48227300457305932,inverted_hammer
48232979969694999,no_pattern
48449898602358663,no_pattern
48469612046508869,hammer
48486885681343650,no_pattern
48699724280000193,no_pattern
48755597665331443,no_pattern
48783379286171163,no_pattern
48798352735407166,morning_star
48839094005954142,no_pattern
48966897451062234,no_pattern
49170615447459495,no_pattern
49242040149266181,no_pattern
49323910432734392,no_pattern
49327591480139988,no_pattern
49383078374039393,no_pattern
49650528628807228,no_pattern
49688315019655609,no_pattern
49740762772580995,no_pattern
49747406754648461,inverted_hammer
50043132263390039,no_pattern
50079131977742138,no_pattern
50102528051253415,no_pattern
50176712268426811,no_pattern
50437675357595855,no_pattern
50513548946576238,no_pattern
50616201887495194,no_pattern
50747750177160312,no_pattern
50892264869467816,shooting_star
50995995447814013,no_pattern
51010309565875652,dragonfly_doji
51229620584020834,no_pattern
51244949342132564,doji
51252169261235389,no_pattern
51263459907408733,no_pattern
51286434031777603,no_pattern
51312291473913128,evening_star
51545048745227820,no_pattern
51586059504500180,no_pattern
51828007217514892,no_pattern
51834298659061863,no_pattern
51909075138466178,no_pattern
52010844529741558,no_pattern
52026625050611202,no_pattern
52190244689229728,no_pattern
52292477659093973,no_pattern
52391524454940956,no_pattern
52457559827535082,no_pattern
52620244997499486,no_pattern
52819569365654420,morning_star
52868127424731478,doji
53012855826719338,hammer
53097274217200126,no_pattern
53111755665226548,shooting_star
53377616214410078,no_pattern
53664539425101094,no_pattern
53764981819095700,no_pattern
53923846646737096,no_pattern
53949512785133731,no_pattern
54095537871855985,no_pattern
54146042152860984,no_pattern
54347153435726801,no_pattern
54354305744589538,no_pattern
54467595617979242,morning_star
54497285941431061,shooting_star
54713733375617140,no_pattern
54755680790713655,shooting_star
54779820772796018,inverted_hammer
54804374722250240,no_pattern
54813404237215037,no_pattern
54879014356696430,no_pattern
54984709729060653,no_pattern
55247038393457648,no_pattern
55407644447417569,no_pattern
55589103786915665,no_pattern
55594462045123310,no_pattern
55610351109795443,no_pattern
55685660007129656,no_pattern
55715640283583154,doji
55866642499199708,no_pattern
55921235582245985,no_pattern
55968536432081710,morning_star
56201820520366835,no_pattern
56279875006961742,evening_star
56306917973341342,no_pattern
56322546646196466,no_pattern
56674592792696882,hammer
56744271850238761,no_pattern
56772177320152381,no_pattern
56895243860050756,no_pattern
56906608109447268,no_pattern
56911380438970604,evening_star
56985919840740082,inverted_hammer
57306354765974754,no_pattern
57320825865485795,evening_star
57692400113185107,no_pattern
57910330339573917,no_pattern
58223683612273850,no_pattern
58664757878096922,no_pattern
58711010026144752,morning_star
58722135697633654,no_pattern
58775725320748520,shooting_star
58827655065222277,hammer
58836527814667354,no_pattern
58889003393230008,no_pattern
58952282663135284,no_pattern
58975516121450478,no_pattern
59140534557703848,no_pattern
59452317450626913,no_pattern
59507504377581857,no_pattern
59527470784344806,no_pattern
59899777442649682,evening_star
60010184945886092,morning_star
60165775411479529,no_pattern
60248809850237504,hammer
60309842174463172,no_pattern
60504986900145537,no_pattern
60632687127136772,no_pattern
60689407716322878,no_pattern
60833097846558799,no_pattern
60870049335104398,inverted_hammer
60946149731601069,no_pattern
61200815546116033,hammer
61502396163375592,no_pattern
61580432422372632,no_pattern
61602932972425345,no_pattern
61718255902897467,no_pattern
61777855480770626,inverted_hammer
61842082805417454,no_pattern
61843719337280377,evening_star
61872299460152173,no_pattern
61872358015892916,gravestone_doji
62093128300741870,no_pattern
62243445372904863,shooting_star
62254517157100566,no_pattern
62416846848208501,no_pattern
62795692607530288,no_pattern
62900478573783864,no_pattern
63063917009907016,no_pattern
63170177332303170,morning_star
63173062224334241,gravestone_doji
63247962631637019,no_pattern
63259515496771606,gravestone_doji
63302854464778608,no_pattern
63306199117300268,no_pattern
63403162978918082,no_pattern
63522855313063093,gravestone_doji
63611146014577823,no_pattern
63762943201115018,no_pattern
63817794491767137,gravestone_doji
64053252978598597,no_pattern
64137895568295238,no_pattern
64191246791548424,no_pattern
64275433567270983,no_pattern
64341634270394229,no_pattern
64415903054922059,no_pattern
64546466296398044,morning_star
64708456156747110,no_pattern
64733222471762887,hammer
64801070524361524,no_pattern
64984203905904344,no_pattern
65088411858709180,no_pattern
65122632507618368,no_pattern
65127481961435070,no_pattern
65204426812168540,inverted_hammer
65208681131710337,no_pattern
65528369121160741,no_pattern
65541317170855082,inverted_hammer
65642387597995196,no_pattern
65659714102432584,no_pattern
65967597184793951,no_pattern
66673095323895141,no_pattern
66707802403869395,no_pattern
66816387245967275,no_pattern
66816924471362147,no_pattern
66902585182502211,doji
66943722167965076,no_pattern
67133978283072457,no_pattern
67241393802065904,no_pattern
67476881007490998,no_pattern
67709471320309558,no_pattern
67786352617109684,no_pattern
67912352239506611,no_pattern
67921111443897788,no_pattern
68013398414123508,hammer
68033842723496989,no_pattern
68623894460642718,no_pattern
68636363071761146,hammer
68640962576616132,no_pattern
68655841962491984,no_pattern
68753521153780551,inverted_hammer
68811542106478858,inverted_hammer
69040415384478626,no_pattern
69199295417921093,no_pattern
69263580626837678,no_pattern
69316031850149486,no_pattern
69379768784921524,inverted_hammer
69381330863420484,no_pattern
69391502746977286,no_pattern
69441022893561264,no_pattern
69693901753444657,no_pattern
70102294335484718,no_pattern
70260084050834297,no_pattern
70456244899996146,no_pattern
70488783570687830,evening_star
70515401286746806,inverted_hammer
70549877382330155,hammer
70650926867373140,no_pattern
70776601787882780,no_pattern
70811710517397497,no_pattern
70896053018537425,no_pattern
71028150485991034,doji
71085324785293422,no_pattern
71111807616583165,no_pattern
71141490423969571,no_pattern
71200361458287363,no_pattern
71320855730791610,no_pattern
71442232713206006,doji
71462179158147289,no_pattern
71664908934315761,no_pattern
71816925177172365,no_pattern
71928788393361105,no_pattern
72067644892138280,no_pattern
72069004369294473,no_pattern
72094370818274701,gravestone_doji
72255442207633333,doji
72662525164492067,no_pattern
72737631505893845,no_pattern
72813754062857537,no_pattern
72983740202804228,no_pattern
73042190258871998,no_pattern
73058718661003742,no_pattern
73149553303556681,no_pattern
73184467906958166,evening_star
73498863513086042,doji
73510523054101738,no_pattern
73775177853049253,no_pattern
73780210781805172,no_pattern
73799477137786168,rain_drop
73854803245047872,inverted_hammer
73874101916093107,no_pattern
73895077934365625,no_pattern
73973674614016028,no_pattern
74162210648757356,doji
74180768500171204,no_pattern
74790190866118589,no_pattern
74838316015714272,no_pattern
75014998641358986,no_pattern
75020046941606232,no_pattern
75043969076453205,no_pattern
75091180451043049,no_pattern
75113661250437462,no_pattern
75232625031576454,no_pattern
75339734539209013,morning_star
75458823127212356,no_pattern
75780923314378035,no_pattern
75810991614615117,no_pattern
75866606796143189,no_pattern
75902866989462848,no_pattern
75997538427886182,no_pattern
76242075633521430,no_pattern
76425199468377766,doji
76505879265917123,doji
76552562489066239,morning_star
76670772584723470,evening_star
76706948961639156,no_pattern
76855125041786790,doji
76876889523208240,evening_star
76879837004970592,doji
77077317794049193,no_pattern
77155424762771149,no_pattern
77505977880665544,no_pattern
77817735065898916,morning_star
77883510850068036,no_pattern
77893030037323138,no_pattern
77900678870946272,no_pattern
77926296049176795,no_pattern
78329967240722459,no_pattern
78419151334139730,no_pattern
78435707157099131,no_pattern
78560670977146474,no_pattern
78566236290453518,no_pattern
78597225381123690,inverted_hammer
78666498344783504,no_pattern
78780748343956091,no_pattern
78849396168312810,no_pattern
79209263185435303,no_pattern
79214760740157829,no_pattern
79402813733793587,no_pattern
79418646308310120,no_pattern
79631850469203014,no_pattern
79757465322049545,morning_star
79962830775621179,no_pattern
80265452229901724,no_pattern
80444857687768609,no_pattern
80742348654900821,no_pattern
80758990015901012,no_pattern
80766436153802897,doji
81399123762606164,doji
81499613734302657,hammer
81647529943503870,no_pattern
81673452478369957,no_pattern
81732161666836193,no_pattern
81753443974823986,no_pattern
81780313792878292,no_pattern
82072270898284393,no_pattern
82183433891240278,bearish_harami
82267929089271512,no_pattern
82461203225163732,doji
82468923220327683,no_pattern
82580239935860697,no_pattern
82659399933908183,star
82685317257026008,no_pattern
82696706296506880,gravestone_doji
82742300448143806,hammer
82769326353686201,no_pattern
82791803154366565,gravestone_doji
82793405623521039,no_pattern
82879518726955327,no_pattern
82935415282869756,no_pattern
82944143048895843,no_pattern
83045384532023409,no_pattern
83061654798834512,hammer
83075118488108837,no_pattern
83099193411145140,no_pattern
83228780941648283,inverted_hammer
83326697905525921,no_pattern
83455872797777251,gravestone_doji
83468678816459412,no_pattern
83572036917486764,no_pattern
83817236168917675,no_pattern
84050852432183793,inverted_hammer
84652516539275836,no_pattern
84851880218005636,morning_star
85033466882032599,no_pattern
85112998661571273,no_pattern
85149217318917201,no_pattern
85383072378250973,no_pattern
85587851334262760,no_pattern
85612805258291893,no_pattern
85805585781473177,no_pattern
85922650707022331,no_pattern
86292514069969741,no_pattern
86423111074670921,no_pattern
86617881450255950,no_pattern
86623237309567892,doji
87035660960053125,no_pattern
87075121766285033,no_pattern
87158082128783389,no_pattern
87268544363939763,no_pattern
87431651300666742,no_pattern
87810312052343846,no_pattern
87883671297116099,no_pattern
88001845154891933,no_pattern
88055220247766336,no_pattern
88148441497402107,no_pattern
88190471738445166,no_pattern
88234016676366834,hammer
88291042570570421,no_pattern
88369525683678903,no_pattern
88649967677965666,inverted_hammer
88655088030755461,no_pattern
88700422785492709,no_pattern
88863988097652556,no_pattern
88916481457504826,inverted_hammer
88976463560133338,shooting_star
89012528318696717,no_pattern
89396033951500767,no_pattern
89418217854508075,no_pattern
89508509272041966,doji
89839277795258525,no_pattern
89957098249094579,no_pattern
90089467330801255,hammer
90393092009377434,no_pattern
90458437444677432,no_pattern
90573149185266748,no_pattern
90644649411448892,no_pattern
90871242447378201,no_pattern
90972761963355067,no_pattern
91016055213976871,no_pattern
91221723041372701,hammer
91469616018457645,no_pattern
91528651284343836,no_pattern
91664044678814089,inverted_hammer
91677798537530728,no_pattern
91765811081750513,shooting_star
91813771370551414,hammer
91845124171873982,no_pattern
92067577711039812,hammer
92120106933483143,evening_star
92133972486761228,morning_star
92175881463005162,no_pattern
92190706283021676,no_pattern
92197737713987132,no_pattern
92242012735285832,no_pattern
92365808141243126,dragonfly_doji
92473015170794377,no_pattern
92501466039868716,no_pattern
92509986145363867,no_pattern
92512549242758325,no_pattern
92521107314814904,no_pattern
92608154917672974,no_pattern
92650583553233047,evening_star
92945059218098672,no_pattern
93218396843613820,morning_star
93396001259547417,no_pattern
93494302699195767,no_pattern
93537136753897273,no_pattern
93595098067880397,no_pattern
93708553726442255,no_pattern
93861509070338635,evening_star
93886578114627557,hammer
94028092116698742,no_pattern
94207175813953411,morning_star
94269123423529769,no_pattern
94576320028979312,evening_star
94591818894875247,morning_star
94617623297326311,no_pattern
94930535184695628,no_pattern
95032421885220843,no_pattern
95115793913168601,no_pattern
95148418188968188,no_pattern
95349291513731598,no_pattern
95371591745220454,morning_star
95467432515531216,no_pattern
95856024578599081,no_pattern
96295861574804818,no_pattern
96325989141636309,evening_star
96373237771563091,no_pattern
96510113639370920,no_pattern
96580072066740007,no_pattern
96689779228640048,no_pattern
96804623258919459,evening_star
97013445884203762,no_pattern
97172838590745508,rain_drop
97190613556319982,hammer
97200961804521053,no_pattern
97275623220268956,star
97353488466732303,no_pattern
97761715387119706,inverted_hammer
97785961439456297,no_pattern
97907781813658700,shooting_star
98134783847725315,no_pattern
98229478936738302,doji
98398415568043459,no_pattern
98480712790585407,no_pattern
98712829504050637,morning_star
98782472867895071,no_pattern
99012423392814387,no_pattern
99040161197326809,no_pattern
99225749309434686,shooting_star
99292962628022372,no_pattern
99471314975409627,no_pattern
99512667113844753,no_pattern
99655209099879368,doji
99655620944648998,no_pattern
99670816058501624,no_pattern
99768951617136831,no_pattern
99810770289087720,no_pattern
100122896416173956,no_pattern
100142326618327050,no_pattern
100464550264653229,hammer
100587470763920251,no_pattern
100673034116705185,no_pattern
100838204467503164,doji
100846275176779975,no_pattern
100937423258327041,no_pattern
100953043838771780,evening_star
101134291382476836,no_pattern
101154589909725693,no_pattern
101300124934124240,no_pattern
101320443093181726,evening_star
101359787895519452,no_pattern
101505559650025883,doji
101526724041352711,no_pattern
101584853739293914,no_pattern
101620828876474285,hammer
101784214660326300,evening_star
101955363992850914,morning_star
102418456435034756,no_pattern
102435681330846664,doji
102512749581562550,no_pattern
102535978849773626,no_pattern
102637372859857505,no_pattern
102806900568148574,no_pattern
102885775256462029,no_pattern
103004041490204671,no_pattern
103045193070420995,no_pattern
103190313846765442,no_pattern
103321181740858297,no_pattern
103326919304969910,evening_star
103370498483981113,hammer
103515759235393899,no_pattern
103523571064451994,no_pattern
103531088147165278,no_pattern
103589056846044112,no_pattern
103756925345407457,no_pattern
103802364011077835,no_pattern
103914628109512361,no_pattern
103923647154953014,no_pattern
104182793485886515,no_pattern
104253501119573952,no_pattern
104293542641261921,inverted_hammer
104427955691293105,no_pattern
104487170858861081,no_pattern
104495655346037801,no_pattern
104533710276401959,no_pattern
104893885673245055,no_pattern
105029440210993265,doji
105110202618360250,hammer
105164187187024572,no_pattern
105207302081783843,no_pattern
105217385023918286,no_pattern
105317480731296113,no_pattern
105421518975266714,hammer
105438295987649669,no_pattern
105455110993416375,morning_star
105520192570396757,no_pattern
105767914373851869,gravestone_doji
105790867881921692,hammer
105970277252209446,evening_star
105991429983833249,no_pattern
106109124048864918,no_pattern
106207222258964149,no_pattern
106449131367569299,no_pattern
106556083742014944,no_pattern
106567151588000408,gravestone_doji
106580515109687838,doji
106800784172479006,no_pattern
106806929788656364,no_pattern
106973807089101321,no_pattern
106980453873598150,no_pattern
107344202855042579,inverted_hammer
107378630945264810,no_pattern
107477189544987153,no_pattern
107554683252756423,no_pattern
107558681039568917,no_pattern
107833792175025262,no_pattern
107874971199301982,doji
107923734714713852,no_pattern
108019745924292903,doji
108426552721251534,no_pattern
108726402066316735,no_pattern
108839902565861752,inverted_hammer
108895017575040803,no_pattern
109013042990502732,no_pattern
109038969125832415,no_pattern
109278798714518138,no_pattern
109336551975558050,no_pattern
109522898729181754,hammer
109700204554908594,no_pattern
109729207356607500,no_pattern
109748208947885334,no_pattern
109781987223207006,no_pattern
110150600163024708,no_pattern
110363329719972399,no_pattern
110393534059713870,no_pattern
110442192510446290,doji
110677857467831223,no_pattern
110747534237202913,inverted_hammer
110869439114049044,no_pattern
110896593517054773,no_pattern
111017889766132928,evening_star
111040301107197696,no_pattern
111075594803213552,morning_star
111193676209190604,hammer
111222689965151538,doji
111303109836359069,no_pattern
111505742876683625,no_pattern
111576915231262310,no_pattern
111825642101413719,no_pattern
111900379767069237,no_pattern
112008880966157631,no_pattern
112055868547622308,no_pattern
112082084596255002,no_pattern
112269652548744950,no_pattern
112300217260596898,no_pattern
112547814264795272,no_pattern
112583892890600117,shooting_star
112763920127759194,doji
112862560680063896,no_pattern
113044208382381376,inverted_hammer
113140622946597589,morning_star
113497983733907833,no_pattern
113525198597510912,inverted_hammer
113551432242159728,no_pattern
113563148869448034,no_pattern
113579654191002459,no_pattern
113686216002260695,evening_star
113823526163730521,inverted_hammer
113888810811843275,no_pattern
113912311391785516,evening_star
114074627824944757,no_pattern
114095369203451956,no_pattern
114104670692611121,no_pattern
114151733120844662,hammer
114238912773999951,hammer
114531889710886679,no_pattern
114562339779103867,morning_star
114603043767661714,no_pattern
114870536901471304,no_pattern
114910450447581693,inverted_hammer
115159744843066399,no_pattern
115302752451666492,no_pattern
115426473203746418,no_pattern
115530854410700485,hammer
115561089453432848,no_pattern
115569438274230591,no_pattern
116113502550741949,no_pattern
116303346288080257,no_pattern
116391670152723662,doji
116698911954995848,morning_star
116741536890174406,no_pattern
117432110745355626,no_pattern
117574088171733159,evening_star
117614875911548322,no_pattern
117885682120089332,no_pattern
117924438654875280,no_pattern
118020041810999994,doji
118135881787238231,morning_star
118525038458013269,doji
118644240660176955,evening_star
118661718936001207,doji
118721448768816674,morning_star
118729635337145885,no_pattern
118741919441843987,no_pattern
118836884634783699,inverted_hammer
118899234375204289,evening_star
119019236121980915,no_pattern
119043158378061652,no_pattern
119111449834969303,no_pattern
119149156295957670,rain_drop
119189126723006995,morning_star
119308806561511468,hammer
119806674194404152,hammer
119816990245469903,no_pattern
119826186187499108,evening_star
119892398881344177,no_pattern
120057887346288176,hammer
120484937889269322,no_pattern
120641397774638657,no_pattern
120886575461070215,no_pattern
120918591154590572,no_pattern
120990958549605096,no_pattern
121132241417362445,no_pattern
121560500462894583,no_pattern
121702016967673019,no_pattern
121836459862619534,no_pattern
122031532749861611,no_pattern
122082024450752669,no_pattern
122082900309221906,no_pattern
122168522283014302,evening_star
122419190637377961,no_pattern
122685706763562971,no_pattern
122848831197925102,doji
123050543073490563,no_pattern
123116883930772329,no_pattern
123174532556384184,no_pattern
123248180683150344,no_pattern
123324343600808179,no_pattern
123356912235582169,gravestone_doji
123358962649735717,hammer
123509038664743546,no_pattern
123620638737465644,doji
123856283407372943,no_pattern
124093424956245549,no_pattern
124206496883910445,no_pattern
124297876908875305,no_pattern
124431370339434570,no_pattern
124488308361349583,no_pattern
124661052534598359,hammer
124719637123000927,no_pattern
124810441569664169,inverted_hammer
124878061016345021,no_pattern
124932464561872489,no_pattern
125048270775569474,morning_star
125126608798137037,no_pattern
125184864670619676,no_pattern
125498777410765693,no_pattern
125508949841213330,no_pattern
125559340535125890,doji
125592626220451136,no_pattern
125648073860593665,evening_star
125832417833497306,no_pattern
126038465567880228,no_pattern
126204190957192051,no_pattern
126376373923676557,no_pattern
